Relative Obstacle Distance,Relative Obstacle Orientation,Goal Error X,Goal Error Y,Linear Velocity,Angular Velocity
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,2.499911442064331,-1.0,,
,,2.499911442064331,-1.0,0.5,-0.9579358267039589
,,2.499911442064331,-1.0,0.5,-0.9579358267039589
,,2.499911442064331,-1.0,0.5,-0.9579358267039589
,,2.499911442064331,-1.0,0.5,-0.9579358267039589
,,2.499911442064331,-1.0,0.5,-0.9579358267039589
,,2.499911442064331,-1.0,0.5,-0.9579358267039589
,,2.455614430897436,-1.0035986266275423,0.5,-0.9579358267039589
,,2.455614430897436,-1.0035986266275423,0.5,-1.19302828699732
,,2.455614430897436,-1.0035986266275423,0.5,-1.19302828699732
,,2.455614430897436,-1.0035986266275423,0.5,-1.19302828699732
,,2.455614430897436,-1.0035986266275423,0.5,-1.19302828699732
,,2.455614430897436,-1.0035986266275423,0.5,-1.19302828699732
,,2.455614430897436,-1.0035986266275423,0.5,-1.19302828699732
,,2.455614430897436,-1.0035986266275423,0.5,-1.19302828699732
,,2.455614430897436,-1.0035986266275423,0.5,-1.19302828699732
,,2.341455384766257,-1.011906062628454,0.5,-1.19302828699732
,,2.341455384766257,-1.011906062628454,0.5,-0.8002843347530818
,,2.341455384766257,-1.011906062628454,0.5,-0.8002843347530818
,,2.341455384766257,-1.011906062628454,0.5,-0.8002843347530818
,,2.341455384766257,-1.011906062628454,0.5,-0.8002843347530818
,,2.341455384766257,-1.011906062628454,0.5,-0.8002843347530818
,,2.341455384766257,-1.011906062628454,0.5,-0.8002843347530818
,,2.2380753969194407,-0.9882521430395678,0.5,-0.8002843347530818
,,2.2380753969194407,-0.9882521430395678,0.5,-0.19991345766095306
,,2.2380753969194407,-0.9882521430395678,0.5,-0.19991345766095306
,,2.2380753969194407,-0.9882521430395678,0.5,-0.19991345766095306
,,2.2380753969194407,-0.9882521430395678,0.5,-0.19991345766095306
,,2.2380753969194407,-0.9882521430395678,0.5,-0.19991345766095306
,,2.2380753969194407,-0.9882521430395678,0.5,-0.19991345766095306
,,2.2380753969194407,-0.9882521430395678,0.5,-0.19991345766095306
,,2.153523125837712,-0.9522235938816123,0.5,-0.19991345766095306
,,2.153523125837712,-0.9522235938816123,0.5,0.22849527233079023
,,2.153523125837712,-0.9522235938816123,0.5,0.22849527233079023
,,2.153523125837712,-0.9522235938816123,0.5,0.22849527233079023
,,2.153523125837712,-0.9522235938816123,0.5,0.22849527233079023
,,2.153523125837712,-0.9522235938816123,0.5,0.22849527233079023
,,2.153523125837712,-0.9522235938816123,0.5,0.22849527233079023
,,2.153523125837712,-0.9522235938816123,0.5,0.22849527233079023
