Relative Obstacle Distance,Relative Obstacle Orientation,Goal Error X,Goal Error Y,Linear Velocity,Angular Velocity
3.374414736572452,0.47016107772891186,,,,
3.374414736572452,0.47016107772891186,,,,
3.374414736572452,0.47016107772891186,,,,
2.454525533983676,0.0,,,,
2.454525533983676,0.0,,,,
2.454525533983676,0.0,,,,
2.454525533983676,0.0,,,,
2.454525533983676,0.0,,,,
2.454525533983676,0.0,,,,
2.454525533983676,0.0,,,,
2.454525533983676,0.0,,,,
2.454525533983676,0.0,,,,
2.454525533983676,0.0,3.0,0.0,,
2.454525533983676,0.0,3.0,0.0,,
2.454525533983676,0.0,3.0,0.0,,
2.454525533983676,0.0,3.0,0.0,,
2.454525533983676,0.0,3.0,0.0,,
2.454525533983676,0.0,3.0,0.0,,
2.454525533983676,0.0,3.0,0.0,,
3.374414736572452,0.47016107772891186,3.0,0.0,,
3.374414736572452,0.47016107772891186,3.0,0.0,,
3.374414736572452,0.47016107772891186,3.0,0.0,,
3.374414736572452,0.47016107772891186,3.0,0.0,,
3.374414736572452,0.47016107772891186,3.0,0.0,,
3.374414736572452,0.47016107772891186,3.0,0.0,,
3.374414736572452,0.47016107772891186,3.0,0.0,,
3.374414736572452,0.47016107772891186,3.0,0.0,,
3.374414736572452,0.47016107772891186,3.0,0.0,,
3.374414736572452,0.47016107772891186,3.0,0.0,,
3.374414736572452,0.47016107772891186,3.0,0.0,,
3.374414736572452,0.47016107772891186,3.0,0.0,,
3.374414736572452,0.47016107772891186,3.0,0.0,,
3.374414736572452,0.47016107772891186,3.0,0.0,,
3.374414736572452,0.47016107772891186,3.0,0.0,,
3.374414736572452,0.47016107772891186,3.0,0.0,,
3.374414736572452,0.47016107772891186,3.0,0.0,,
3.374414736572452,0.47016107772891186,3.0,0.0,,
3.374414736572452,0.47016107772891186,3.0,0.0,,
3.374414736572452,0.47016107772891186,3.0,0.0,,
3.374414736572452,0.47016107772891186,3.0,0.0,,
3.374414736572452,0.47016107772891186,3.0,0.0,,
3.374414736572452,0.47016107772891186,3.0,0.0,,
3.374414736572452,0.47016107772891186,3.0,0.0,,
3.374414736572452,0.47016107772891186,3.0,0.0,,
3.374414736572452,0.47016107772891186,3.0,0.0,,
3.374414736572452,0.47016107772891186,3.0,0.0,,
3.374414736572452,0.47016107772891186,3.0,0.0,,
3.374414736572452,0.47016107772891186,3.0,0.0,,
3.374414736572452,0.47016107772891186,3.0,0.0,,
3.2722066660482336,0.46939828335038314,3.0,0.0,,
3.2722066660482336,0.46939828335038314,3.0,0.0,,
3.2722066660482336,0.46939828335038314,3.0,0.0,,
3.2722066660482336,0.46939828335038314,3.0,0.0,,
3.2722066660482336,0.46939828335038314,3.0,0.0,,
3.2722066660482336,0.46939828335038314,3.0,0.0,,
3.374414736572452,0.47016107772891186,3.0,0.0,,
3.374414736572452,0.47016107772891186,3.0,0.0,,
3.374414736572452,0.47016107772891186,3.0,0.0,,
3.374414736572452,0.47016107772891186,3.0,0.0,,
3.374414736572452,0.47016107772891186,3.0,0.0,,
3.374414736572452,0.47016107772891186,3.0,0.0,,
3.374414736572452,0.47016107772891186,3.0,0.0,,
3.374414736572452,0.47016107772891186,3.0,0.0,,
3.374414736572452,0.47016107772891186,3.0,0.0,,
3.374414736572452,0.47016107772891186,3.0,0.0,,
3.374414736572452,0.47016107772891186,3.0,0.0,,
3.374414736572452,0.47016107772891186,3.0,0.0,,
3.374414736572452,0.47016107772891186,3.0,0.0,,
3.374414736572452,0.47016107772891186,3.0,0.0,,
3.374414736572452,0.47016107772891186,3.0,0.0,,
3.374414736572452,0.47016107772891186,3.0,0.0,,
3.2722066660482336,0.46939828335038314,3.0,0.0,,
3.2722066660482336,0.46939828335038314,3.0,0.0,,
3.2722066660482336,0.46939828335038314,3.0,0.0,,
3.2722066660482336,0.46939828335038314,3.0,0.0,0.1,0.0
3.2722066660482336,0.46939828335038314,3.0,0.0,0.1,0.0
3.2722066660482336,0.46939828335038314,3.0,0.0,0.1,0.0
3.2722066660482336,0.46939828335038314,3.0,0.0,0.1,0.0
3.2722066660482336,0.46939828335038314,3.0,0.0,0.1,0.0
3.2722066660482336,0.46939828335038314,3.0,0.0,0.1,0.0
3.2722066660482336,0.46939828335038314,3.0,0.0,0.1,0.0
3.2722066660482336,0.46939828335038314,3.0,0.0,0.1,0.0
3.2722066660482336,0.46939828335038314,3.0,0.0,0.1,0.0
3.2722066660482336,0.46939828335038314,3.0,0.0,0.1,0.0
3.2722066660482336,0.46939828335038314,3.0,0.0,0.1,0.0
3.2722066660482336,0.46939828335038314,3.0,0.0,0.2,0.0
3.2722066660482336,0.46939828335038314,3.0,0.0,0.2,0.0
3.2722066660482336,0.46939828335038314,3.0,0.0,0.2,0.0
3.2722066660482336,0.46939828335038314,3.0,0.0,0.2,0.0
